unix;low;high;open;close;volume;date
1491350400;1047.77;1075.96;1075.92;1061.98;718.42154099;2017-04-05 02:00:00;None
1491436800;1061.97;1132.39;1061.97;1125.31;907.45953905;2017-04-06 02:00:00;None
1491523200;1105.0;1133.79;1124.34;1125.99;657.10008409;2017-04-07 02:00:00;None
1491609600;1110.41;1130.0;1125.99;1118.92;374.81275573;2017-04-08 02:00:00;None
1491696000;1111.01;1147.98;1118.93;1142.83;379.38795091;2017-04-09 02:00:00;None
1491782400;1135.01;1150.0;1142.73;1141.84;534.04384082;2017-04-10 02:00:00;None
1491868800;1136.0;1160.71;1141.67;1157.6;567.61685852;2017-04-11 02:00:00;None
1491955200;1140.0;1157.64;1157.57;1143.09;646.30277365;2017-04-12 02:00:00;None
1492041600;1076.3;1143.64;1142.07;1108.47;784.24064678;2017-04-13 02:00:00;None
1492128000;1094.07;1127.0;1109.16;1110.3;343.33363142;2017-04-14 02:00:00;None
1492214400;1069.38;1151.65;1110.22;1108.21;161.50474847;2017-04-15 02:00:00;None
1492300800;1106.9;1123.39;1108.23;1115.95;222.27163255;2017-04-16 02:00:00;None
1492387200;1108.2;1127.87;1115.66;1120.89;312.51027569;2017-04-17 02:00:00;None
1492473600;1119.19;1137.11;1120.2;1124.75;617.46478294;2017-04-18 02:00:00;None
1492560000;1116.21;1132.0;1124.75;1132.0;648.491126;2017-04-19 02:00:00;None
1492646400;1130.1;1161.83;1132.0;1150.94;815.20973658;2017-04-20 02:00:00;None
1492732800;1150.93;1172.44;1150.94;1163.79;644.40207767;2017-04-21 02:00:00;None
1492819200;1147.23;1164.3;1161.45;1158.39;377.04846676;2017-04-22 02:00:00;None
1492905600;1150.89;1164.0;1158.22;1155.06;511.75880259;2017-04-23 02:00:00;None
1492992000;1148.07;1165.0;1155.05;1163.82;599.73913627;2017-04-24 02:00:00;None
1493078400;1160.0;1178.99;1164.71;1174.28;713.2042566;2017-04-25 02:00:00;None
1493164800;1172.63;1211.16;1174.22;1188.69;826.31274011;2017-04-26 02:00:00;None
1493251200;1179.49;1244.76;1189.8;1238.12;1135.27855224;2017-04-27 02:00:00;None
1493337600;1197.62;1259.99;1235.73;1233.38;1419.4970769;2017-04-28 02:00:00;None
1493424000;1224.2;1248.0;1236.73;1243.34;762.96975379;2017-04-29 02:00:00;None
1493510400;1206.83;1267.14;1243.9;1263.05;629.35644371;2017-04-30 02:00:00;None
1493596800;1262.54;1334.99;1263.04;1318.26;1320.95789785;2017-05-01 02:00:00;None
1493683200;1313.23;1368.08;1316.19;1338.66;1442.46636285;2017-05-02 02:00:00;None
1493769600;1331.71;1400.0;1338.65;1397.33;1282.97482017;2017-05-03 02:00:00;None
1493856000;1343.66;1514.36;1397.34;1412.28;2753.5575402;2017-05-04 02:00:00;None
1493942400;1381.89;1495.0;1413.56;1421.51;1796.93188517;2017-05-05 02:00:00;None
1494028800;1414.05;1445.0;1419.97;1437.99;1050.58092348;2017-05-06 02:00:00;None
1494115200;1421.47;1458.09;1438.0;1457.94;1082.51816179;2017-05-07 02:00:00;None
1494201600;1454.06;1559.5;1457.91;1559.5;1593.41781695;2017-05-08 02:00:00;None
1494288000;1531.23;1648.0;1559.5;1581.91;2146.98406229;2017-05-09 02:00:00;None
1494374400;1561.67;1649.97;1579.97;1644.98;1197.92002104;2017-05-10 02:00:00;None
1494460800;1625.88;1742.58;1644.98;1699.59;1593.29530386;2017-05-11 02:00:00;None
1494547200;1506.87;1704.75;1699.59;1559.75;1785.2819088;2017-05-12 02:00:00;None
1494633600;1476.0;1647.74;1556.0;1646.0;1112.46840122;2017-05-13 02:00:00;None
1494720000;1625.0;1683.67;1646.0;1654.99;697.40510788;2017-05-14 02:00:00;None
1494806400;1560.0;1654.99;1654.96;1603.98;1167.84538536;2017-05-15 02:00:00;None
1494892800;1549.86;1624.04;1601.13;1611.0;1418.94845268;2017-05-16 02:00:00;None
1494979200;1585.98;1673.19;1611.0;1643.13;1369.68563129;2017-05-17 02:00:00;None
1495065600;1620.02;1700.0;1644.46;1699.99;1058.44158944;2017-05-18 02:00:00;None
1495152000;1696.76;1771.55;1700.0;1760.0;1284.67061224;2017-05-19 02:00:00;None
1495238400;1755.43;1824.5;1759.41;1823.86;1109.29978302;2017-05-20 02:00:00;None
1495324800;1780.33;1864.56;1824.5;1818.24;1182.37759176;2017-05-21 02:00:00;None
1495411200;1780.0;2600.0;1818.24;1877.12;4719.12058279;2017-05-22 02:00:00;None
1495497600;1839.99;2025.0;1884.83;2020.79;1951.36509649;2017-05-23 02:00:00;None
1495584000;2020.78;2222.48;2020.79;2175.97;2040.05688417;2017-05-24 02:00:00;None
1495670400;2028.97;2515.77;2175.75;2105.84;3889.85431356;2017-05-25 02:00:00;None
1495756800;1827.34;2386.97;2095.42;2039.39;3317.34680728;2017-05-26 02:00:00;None
1495843200;1688.73;2080.0;2034.39;1874.56;3190.73661054;2017-05-27 02:00:00;None
1495929600;1874.73;2108.13;1874.73;1993.69;1728.53602614;2017-05-28 02:00:00;None
1496016000;1931.0;2122.9;1993.7;2052.8;1765.02096418;2017-05-29 02:00:00;None
1496102400;1892.51;2103.0;2052.8;1953.74;2380.85704577;2017-05-30 02:00:00;None
1496188800;1850.0;2090.0;1953.75;2057.95;2859.91745084;2017-05-31 02:00:00;None
1496275200;2056.86;2220.0;2058.96;2164.2;2107.91924287;2017-06-01 02:00:00;None
1496361600;2133.53;2224.73;2164.28;2224.73;1238.81931991;2017-06-02 02:00:00;None
1496448000;2190.68;2318.35;2224.73;2272.78;1237.42155966;2017-06-03 02:00:00;None
1496534400;2203.3;2283.82;2272.83;2250.07;933.64004774;2017-06-04 02:00:00;None
1496620800;2250.56;2400.0;2251.16;2399.99;1333.63449146;2017-06-05 02:00:00;None
1496707200;2378.56;2621.93;2399.99;2573.25;2751.28343344;2017-06-06 02:00:00;None
1496793600;2321.2;2581.77;2573.21;2401.39;2612.30686193;2017-06-07 02:00:00;None
1496880000;2340.01;2522.85;2398.71;2504.97;1931.01560848;2017-06-08 02:00:00;None
1496966400;2487.92;2574.0;2505.0;2531.48;1472.72301491;2017-06-09 02:00:00;None
1497052800;2520.88;2609.0;2531.46;2601.34;1180.19617958;2017-06-10 02:00:00;None
1497139200;2561.54;2670.0;2603.09;2667.5;1762.48751755;2017-06-11 02:00:00;None
1497225600;2210.47;2669.99;2667.5;2382.83;2822.8404761;2017-06-12 02:00:00;None
1497312000;2361.6;2495.84;2379.68;2429.4;2045.17177934;2017-06-13 02:00:00;None
1497398400;2090.85;2511.3;2429.37;2183.48;2526.07599978;2017-06-14 02:00:00;None
1497484800;1837.17;2246.47;2185.77;2172.5;4761.66564888;2017-06-15 02:00:00;None
1497571200;2066.62;2269.0;2171.3;2229.32;2267.55097605;2017-06-16 02:00:00;None
1497657600;2181.06;2393.57;2229.35;2370.0;954.77614493;2017-06-17 02:00:00;None
1497744000;2208.28;2386.52;2364.84;2252.41;889.22240289;2017-06-18 02:00:00;None
1497830400;2225.01;2329.13;2251.21;2329.13;1246.17575811;2017-06-19 02:00:00;None
1497916800;2321.33;2521.57;2329.59;2444.18;1920.33341156;2017-06-20 02:00:00;None
1498003200;2329.0;2487.38;2444.18;2367.62;1498.55654803;2017-06-21 02:00:00;None
1498089600;2325.0;2450.0;2367.62;2419.75;1218.63158957;2017-06-22 02:00:00;None
1498176000;2399.59;2443.69;2419.36;2425.01;724.136749;2017-06-23 02:00:00;None
1498262400;2250.0;2444.99;2425.01;2308.38;848.63922464;2017-06-24 02:00:00;None
1498348800;2169.02;2349.99;2308.38;2251.29;804.81541509;2017-06-25 02:00:00;None
1498435200;2005.44;2287.85;2251.03;2176.38;1808.7428055;2017-06-26 02:00:00;None
1498521600;2021.33;2275.0;2170.65;2274.15;2092.18907839;2017-06-27 02:00:00;None
1498608000;2178.11;2300.0;2274.92;2261.18;1478.91848149;2017-06-28 02:00:00;None
1498694400;2220.96;2280.48;2261.08;2235.0;877.26905308;2017-06-29 02:00:00;None
1498780800;2133.73;2250.0;2236.69;2140.1;1029.79783336;2017-06-30 02:00:00;None
1498867200;2075.63;2196.66;2147.11;2128.91;889.00209976;2017-07-01 02:00:00;None
1498953600;2086.79;2228.15;2124.1;2204.98;748.03354676;2017-07-02 02:00:00;None
1499040000;2183.55;2274.84;2207.53;2252.42;1038.46058138;2017-07-03 02:00:00;None
1499126400;2250.01;2324.99;2252.41;2295.06;1339.9183851;2017-07-04 02:00:00;None
1499212800;2244.59;2320.0;2294.97;2307.37;964.67115061;2017-07-05 02:00:00;None
1499299200;2280.04;2319.04;2307.37;2297.31;728.31666411;2017-07-06 02:00:00;None
1499385600;2170.49;2312.31;2300.25;2203.23;1146.4795244;2017-07-07 02:00:00;None
1499472000;2170.0;2250.0;2203.23;2250.0;577.97311854;2017-07-08 02:00:00;None
1499558400;2221.19;2250.25;2250.0;2221.2;399.11836687;2017-07-09 02:00:00;None
1499644800;1990.28;2221.46;2221.2;2066.97;1822.40483355;2017-07-10 02:00:00;None
1499731200;1975.0;2134.64;2063.41;2028.79;1780.95274803;2017-07-11 02:00:00;None
1499817600;1972.0;2122.14;2028.79;2103.54;1527.55704368;2017-07-12 02:00:00;None
1499904000;2037.77;2125.0;2101.91;2059.04;1006.85456787;2017-07-13 02:00:00;None
1499990400;1889.26;2076.65;2059.01;1947.01;1457.22822238;2017-07-14 02:00:00;None
1500076800;1714.14;1951.84;1947.01;1730.0;1622.21483015;2017-07-15 02:00:00;None
1500163200;1552.24;1779.99;1730.0;1657.72;2086.73396193;2017-07-16 02:00:00;None
1500249600;1656.39;1945.0;1656.69;1942.42;2092.50068158;2017-07-17 02:00:00;None
1500336000;1880.0;2078.95;1942.41;2006.64;2301.50157573;2017-07-18 02:00:00;None
1500422400;1915.0;2090.0;2006.41;1976.45;1940.30083326;2017-07-19 02:00:00;None
1500508800;1966.93;2546.72;1969.67;2464.33;3666.26863224;2017-07-20 02:00:00;None
1500595200;2238.63;2479.9;2470.0;2297.98;1950.8464287;2017-07-21 02:00:00;None
1500681600;2284.17;2468.85;2299.59;2424.1;1010.4119858;2017-07-22 02:00:00;None
1500768000;2313.98;2447.0;2424.08;2364.54;906.64742378;2017-07-23 02:00:00;None
1500854400;2351.2;2421.77;2364.99;2387.27;1027.53204767;2017-07-24 02:00:00;None
1500940800;2112.12;2402.0;2388.78;2214.32;2149.67089505;2017-07-25 02:00:00;None
1501027200;2103.0;2249.96;2211.25;2185.01;1185.72642915;2017-07-26 02:00:00;None
1501113600;2178.37;2319.7;2188.19;2297.15;1177.19506021;2017-07-27 02:00:00;None
1501200000;2276.04;2425.0;2298.17;2380.46;1479.78811698;2017-07-28 02:00:00;None
1501286400;2254.87;2386.44;2380.42;2312.37;1069.3972734;2017-07-29 02:00:00;None
1501372800;2208.05;2360.0;2309.0;2341.96;770.07015326;2017-07-30 02:00:00;None
1501459200;2314.61;2475.0;2341.93;2427.0;1067.02665338;2017-07-31 02:00:00;None
1501545600;2235.02;2499.0;2426.98;2333.41;1679.59325275;2017-08-01 02:00:00;None
1501632000;2247.38;2353.55;2334.04;2291.99;1200.35028774;2017-08-02 02:00:00;None
1501718400;2291.96;2375.0;2291.99;2365.71;871.97412298;2017-08-03 02:00:00;None
1501804800;2344.8;2444.99;2365.71;2431.11;1104.94440788;2017-08-04 02:00:00;None
1501891200;2432.06;2850.0;2432.06;2762.06;2335.24042978;2017-08-05 02:00:00;None
1501977600;2675.22;2796.1;2762.07;2750.03;835.78550636;2017-08-06 02:00:00;None
1502064000;2725.0;2925.65;2750.01;2902.8;1591.42123969;2017-08-07 02:00:00;None
1502150400;2856.38;2982.69;2903.05;2934.0;2137.61594158;2017-08-08 02:00:00;None
1502236800;2775.56;2947.75;2932.68;2867.58;1704.94284036;2017-08-09 02:00:00;None
1502323200;2840.42;5000.0;2865.63;2948.31;1618.06001398;2017-08-10 02:00:00;None
1502409600;2933.45;3177.08;2949.78;3112.53;1893.71781966;2017-08-11 02:00:00;None
1502496000;3080.0;3386.93;3112.53;3304.14;1977.15517208;2017-08-12 02:00:00;None
1502582400;3226.79;3582.22;3304.14;3453.95;2135.49442454;2017-08-13 02:00:00;None
1502668800;3387.0;3700.0;3453.77;3678.36;2835.46073163;2017-08-14 02:00:00;None
1502755200;3248.52;3793.28;3678.37;3566.81;4123.5439986;2017-08-15 02:00:00;None
1502841600;3365.92;3746.99;3569.68;3726.75;2131.72653708;2017-08-16 02:00:00;None
1502928000;3601.01;3865.12;3714.99;3682.39;2581.4098567;2017-08-17 02:00:00;None
1503014400;3410.01;3738.23;3682.15;3517.59;2272.49439269;2017-08-18 02:00:00;None
1503100800;3425.61;3587.83;3517.56;3565.35;1080.08434421;2017-08-19 02:00:00;None
1503187200;3474.06;3573.93;3563.79;3475.15;846.41075309;2017-08-20 02:00:00;None
1503273600;3371.1;3505.62;3475.15;3403.0;2008.98483636;2017-08-21 02:00:00;None
1503360000;3050.0;3553.5;3403.0;3495.25;2505.7774915;2017-08-22 02:00:00;None
1503446400;3436.18;3650.0;3498.84;3526.86;1677.16016454;2017-08-23 02:00:00;None
1503532800;3515.01;3699.0;3534.48;3677.68;1069.99472951;2017-08-24 02:00:00;None
1503619200;3615.0;3778.1;3677.67;3688.09;1397.32318049;2017-08-25 02:00:00;None
1503705600;3603.42;3696.73;3688.55;3671.66;548.84831666;2017-08-26 02:00:00;None
1503792000;3640.26;3696.82;3671.66;3658.04;611.88256438;2017-08-27 02:00:00;None
1503878400;3552.0;3670.0;3658.03;3669.97;1215.48886684;2017-08-28 02:00:00;None
1503964800;3620.0;3943.9;3669.98;3860.19;1914.11395329;2017-08-29 02:00:00;None
1504051200;3793.75;3897.48;3858.58;3865.43;1584.84136241;2017-08-30 02:00:00;None
1504137600;3863.51;4027.71;3865.43;4017.4;1865.45544156;2017-08-31 02:00:00;None
1504224000;3928.12;4173.97;4017.4;4169.98;2149.84890675;2017-09-01 02:00:00;None
1504310400;3812.01;4185.0;4169.99;3907.91;1887.51451134;2017-09-02 02:00:00;None
1504396800;3850.04;4024.47;3907.88;3925.54;990.15530914;2017-09-03 02:00:00;None
1504483200;3549.74;3928.27;3925.51;3761.02;3487.25937879;2017-09-04 02:00:00;None
1504569600;3596.11;3814.22;3761.01;3745.54;1949.26925385;2017-09-05 02:00:00;None
1504656000;3745.54;3953.9;3745.54;3903.21;3137.44358338;2017-09-06 02:00:00;None
1504742400;3787.0;3922.0;3903.21;3876.84;1611.72753741;2017-09-07 02:00:00;None
1504828800;3450.0;3914.74;3876.54;3644.85;2631.22346014;2017-09-08 02:00:00;None
1504915200;3505.0;3725.0;3648.53;3628.5;884.80853476;2017-09-09 02:00:00;None
1505001600;3443.01;3647.3;3628.5;3555.15;1012.3805552;2017-09-10 02:00:00;None
1505088000;3450.0;3625.0;3559.39;3550.96;990.25407533;2017-09-11 02:00:00;None
1505174400;3420.0;3675.0;3550.96;3501.55;1998.90721444;2017-09-12 02:00:00;None
1505260800;3121.17;3518.41;3501.0;3273.75;3262.47810203;2017-09-13 02:00:00;None
1505347200;2723.0;3315.27;3269.05;2723.02;4784.28470413;2017-09-14 02:00:00;None
1505433600;2467.29;3265.36;2723.02;3148.0;7603.51807437;2017-09-15 02:00:00;None
1505520000;3033.07;3385.08;3148.0;3138.5;2755.45416239;2017-09-16 02:00:00;None
1505606400;2922.58;3226.99;3138.5;3141.17;1584.39163781;2017-09-17 02:00:00;None
1505692800;3142.06;3467.0;3142.14;3444.26;2838.16238153;2017-09-18 02:00:00;None
1505779200;3237.0;3456.96;3444.18;3289.5;1749.10700993;2017-09-19 02:00:00;None
1505865600;3217.46;3369.0;3285.69;3290.74;944.85997821;2017-09-20 02:00:00;None
1505952000;3020.0;3309.91;3288.79;3051.68;2204.12199202;2017-09-21 02:00:00;None
1506038400;2933.75;3166.4;3051.68;3097.93;1636.5178952;2017-09-22 02:00:00;None
1506124800;3060.0;3295.01;3097.66;3199.98;995.41125514;2017-09-23 02:00:00;None
1506211200;3100.0;3200.0;3199.98;3107.03;629.66854752;2017-09-24 02:00:00;None
1506297600;3107.03;3373.99;3107.03;3320.87;1316.99908635;2017-09-25 02:00:00;None
1506384000;3300.0;3390.0;3322.72;3300.0;1147.04182627;2017-09-26 02:00:00;None
1506470400;3293.38;3648.0;3299.01;3594.86;2061.53355909;2017-09-27 02:00:00;None
1506556800;3500.0;3680.0;3594.75;3568.44;1547.71273557;2017-09-28 02:00:00;None
1506643200;3400.0;3617.43;3568.03;3545.59;1362.69793363;2017-09-29 02:00:00;None
1506729600;3540.0;3725.0;3545.58;3675.29;955.54564701;2017-09-30 02:00:00;None
1506816000;3640.92;3714.99;3675.29;3711.63;659.98796763;2017-10-01 02:00:00;None
1506902400;3700.18;3859.0;3711.62;3809.82;1602.13165531;2017-10-02 02:00:00;None
1506988800;3631.0;3814.99;3809.84;3713.93;1476.07048659;2017-10-03 02:00:00;None
1507075200;3565.85;3764.73;3713.92;3622.9;1240.8235209;2017-10-04 02:00:00;None
1507161600;3565.85;3738.0;3622.85;3694.01;1017.72577219;2017-10-05 02:00:00;None
1507248000;3694.0;3779.98;3694.01;3724.81;861.26942369;2017-10-06 02:00:00;None
1507334400;3705.0;3769.0;3724.81;3755.0;454.93183904;2017-10-07 02:00:00;None
1507420800;3740.51;3899.0;3754.99;3893.03;1025.0116469;2017-10-08 02:00:00;None
1507507200;3864.0;4147.99;3893.03;4082.3;2271.52324293;2017-10-09 02:00:00;None
1507593600;4006.03;4168.5;4082.31;4045.17;1776.69423963;2017-10-10 02:00:00;None
1507680000;4002.7;4127.29;4045.16;4087.09;1188.46945933;2017-10-11 02:00:00;None
1507766400;4082.12;4570.0;4087.09;4570.0;3079.19916584;2017-10-12 02:00:00;None
1507852800;4463.0;4950.0;4570.0;4774.0;3845.45305244;2017-10-13 02:00:00;None
1507939200;4701.01;4912.25;4773.42;4899.0;1060.34509485;2017-10-14 02:00:00;None
1508025600;4607.81;4908.99;4899.0;4791.59;1562.53197809;2017-10-15 02:00:00;None
1508112000;4702.33;4888.0;4791.59;4885.99;1537.21618931;2017-10-16 02:00:00;None
1508198400;4752.5;4898.0;4885.99;4800.5;1482.48377574;2017-10-17 02:00:00;None
1508284800;4351.0;4805.44;4800.46;4775.96;2988.36326331;2017-10-18 02:00:00;None
1508371200;4730.01;4851.0;4775.96;4822.37;1337.50769776;2017-10-19 02:00:00;None
1508457600;4796.95;5199.0;4822.37;5074.22;2431.461985;2017-10-20 02:00:00;None
1508544000;5013.0;5318.0;5074.22;5148.85;1858.38737886;2017-10-21 02:00:00;None
1508630400;4908.17;5190.15;5148.85;5096.87;1647.52888382;2017-10-22 02:00:00;None
1508716800;4860.28;5174.9;5096.85;5030.69;2081.6365901;2017-10-23 02:00:00;None
1508803200;4690.02;5030.69;5030.69;4771.32;2561.54833548;2017-10-24 02:00:00;None
1508889600;4650.0;4947.0;4771.34;4929.01;1942.43767619;2017-10-25 02:00:00;None
1508976000;4899.29;5164.49;4929.01;5073.29;1817.91587162;2017-10-26 02:00:00;None
1509062400;4980.5;5147.03;5073.29;5029.99;1432.50297888;2017-10-27 02:00:00;None
1509148800;4955.0;5085.0;5030.0;5007.34;600.98861013;2017-10-28 02:00:00;None
1509235200;4980.32;5398.95;5007.34;5275.01;1990.53216418;2017-10-29 02:00:00;None
1509321600;5241.0;5355.0;5275.0;5305.7;1484.7858854;2017-10-30 01:00:00;None
1509408000;5282.0;5619.69;5305.06;5583.23;2367.69864503;2017-10-31 01:00:00;None
1509494400;5540.0;5935.0;5601.5;5935.0;3251.05972571;2017-11-01 01:00:00;None
1509580800;5703.0;6483.06;5935.75;6112.36;6417.94717341;2017-11-02 01:00:00;None
1509667200;6070.0;6495.5;6112.36;6291.44;3780.34173877;2017-11-03 01:00:00;None
1509753600;6135.91;6468.9;6290.77;6419.44;1643.32711668;2017-11-04 01:00:00;None
1509840000;6380.0;6682.01;6418.67;6487.98;2093.697013;2017-11-05 01:00:00;None
1509926400;6006.0;6524.18;6486.3;6060.0;4550.7568318;2017-11-06 01:00:00;None
1510012800;6060.0;6343.0;6060.0;6220.41;2002.93260452;2017-11-07 01:00:00;None
1510099200;6100.0;6800.0;6220.42;6487.07;6240.95900614;2017-11-08 01:00:00;None
1510185600;6180.0;6489.0;6487.03;6207.56;3131.57138592;2017-11-09 01:00:00;None
1510272000;5510.0;6300.0;6207.56;5687.57;6643.18624174;2017-11-10 01:00:00;None
1510358400;5317.43;5916.21;5687.57;5490.01;4061.40370873;2017-11-11 01:00:00;None
1510444800;4695.0;5650.23;5490.01;5098.98;7075.56203309;2017-11-12 01:00:00;None
1510531200;5058.18;5998.97;5098.75;5686.99;6666.44862555;2017-11-13 01:00:00;None
1510617600;5610.01;5800.0;5686.99;5688.8;2056.32588229;2017-11-14 01:00:00;None
1510704000;5688.79;6287.99;5688.8;6275.0;5024.08719745;2017-11-15 01:00:00;None
1510790400;6156.0;6775.0;6275.0;6652.2;4439.34705162;2017-11-16 01:00:00;None
1510876800;6423.12;6793.0;6652.21;6592.31;3603.29757171;2017-11-17 01:00:00;None
1510963200;6451.01;6675.0;6592.31;6617.0;1341.55815464;2017-11-18 01:00:00;None
1511049600;6570.22;6850.01;6617.0;6818.01;2051.05080594;2017-11-19 01:00:00;None
1511136000;6771.0;7106.43;6818.0;7080.0;3003.42328963;2017-11-20 01:00:00;None
1511222400;6750.0;7195.0;7080.0;7021.22;3813.26675018;2017-11-21 01:00:00;None
1511308800;7001.56;7176.55;7020.07;7070.12;2105.73659766;2017-11-22 01:00:00;None
1511395200;6868.0;7080.0;7070.11;6868.0;2433.66423947;2017-11-23 01:00:00;None
1511481600;6800.04;7100.51;6868.0;6965.98;2088.19460767;2017-11-24 01:00:00;None
1511568000;6950.55;7339.49;6965.98;7339.49;1927.25176995;2017-11-25 01:00:00;None
1511654400;7339.48;8059.0;7339.48;7799.48;4178.26585995;2017-11-26 01:00:00;None
1511740800;7799.48;8198.99;7799.48;8174.08;4090.80700449;2017-11-27 01:00:00;None
1511827200;8140.0;8398.0;8174.08;8344.97;2808.67126292;2017-11-28 01:00:00;None
1511913600;7050.0;9693.99;8344.97;8608.01;12765.40750788;2017-11-29 01:00:00;None
1512000000;8002.0;9400.0;8608.01;8964.31;8870.15408684;2017-11-30 01:00:00;None
1512086400;8405.13;9325.0;8964.31;9275.0;4914.44824088;2017-12-01 01:00:00;None
1512172800;9180.0;9679.0;9274.99;9480.04;2831.71725771;2017-12-02 01:00:00;None
1512259200;9300.0;9951.0;9480.04;9701.13;4887.08988184;2017-12-03 01:00:00;None
1512345600;9680.0;9935.0;9701.13;9934.99;2841.16050755;2017-12-04 01:00:00;None
1512432000;9899.99;10130.0;9934.99;10096.01;2751.96068742;2017-12-05 01:00:00;None
1512518400;10090.0;12700.0;10096.01;12461.05;8984.42498123;2017-12-06 01:00:00;None
1512604800;11750.0;14890.0;12461.06;14500.0;13030.72863592;2017-12-07 01:00:00;None
1512691200;12500.0;14995.0;14500.0;13701.15;10708.42703345;2017-12-08 01:00:00;None
1512777600;11110.0;13777.98;13701.14;12926.2;8383.72556739;2017-12-09 01:00:00;None
1512864000;11500.0;13600.0;12926.18;13040.65;7892.89475724;2017-12-10 01:00:00;None
1512950400;13040.51;14495.0;13040.65;13919.51;5131.25863152;2017-12-11 01:00:00;None
1513036800;13703.11;14840.62;13917.99;14649.53;6627.35045658;2017-12-12 01:00:00;None
1513123200;13057.01;14730.0;14649.99;13990.99;5471.24071866;2017-12-13 01:00:00;None
1513209600;13601.0;14440.52;13990.99;14123.0;2812.9093542;2017-12-14 01:00:00;None
1513296000;14122.95;15298.19;14122.99;15119.98;4389.84034096;2017-12-15 01:00:00;None
1513382400;14989.9;16979.0;15119.98;16736.0;4235.8229144;2017-12-16 01:00:00;None
1513468800;16061.0;16970.0;16736.0;16381.84;3638.2151818;2017-12-17 01:00:00;None
1513555200;15505.18;16435.0;16381.85;16184.79;3900.49047247;2017-12-18 01:00:00;None
1513641600;14500.99;16249.0;16184.78;15322.91;5452.33229938;2017-12-19 01:00:00;None
1513728000;12630.11;15500.0;15322.91;14167.86;9839.49400073;2017-12-20 01:00:00;None
1513814400;12644.6;15056.27;14167.86;13443.99;6163.61706348;2017-12-21 01:00:00;None
1513900800;8500.0;13599.63;13440.61;12703.79;22264.76314139;2017-12-22 01:00:00;None
1513987200;12150.03;14465.33;12702.35;13247.66;6207.11905041;2017-12-23 01:00:00;None
1514073600;11121.0;13249.0;13247.61;12507.68;5281.50586544;2017-12-24 01:00:00;None
1514160000;12000.01;13114.99;12525.66;12306.01;2616.10954602;2017-12-25 01:00:00;None
1514246400;12114.0;13980.0;12306.01;13554.99;3753.45028887;2017-12-26 01:00:00;None
1514332800;12901.8;13981.0;13555.0;13533.11;4116.03948419;2017-12-27 01:00:00;None
1514419200;12350.0;13590.0;13533.11;12699.0;4116.96303634;2017-12-28 01:00:00;None
1514505600;12574.5;13099.0;12699.0;12880.8;2641.50860823;2017-12-29 01:00:00;None
1514592000;10550.0;12919.99;12880.79;11105.99;3764.78107871;2017-12-30 01:00:00;None
1514678400;10909.26;12495.99;11105.99;12139.01;2700.38114583;2017-12-31 01:00:00;None
1514764800;11351.0;12141.0;12139.01;11799.98;1923.35129295;2018-01-01 01:00:00;None
1514851200;11280.0;13100.0;11799.98;12545.01;4707.00437392;2018-01-02 01:00:00;None
1514937600;12493.59;13198.0;12545.01;13065.62;3506.50485117;2018-01-03 01:00:00;None
1515024000;12512.0;13125.0;13065.05;12940.0;3391.64970247;2018-01-04 01:00:00;None
1515110400;12624.86;14450.0;12940.0;14300.0;4376.08991819;2018-01-05 01:00:00;None
1515196800;13659.0;14333.87;14299.99;14229.99;2234.37231516;2018-01-06 01:00:00;None
1515283200;13160.01;14240.0;14230.0;13358.06;2265.05185786;2018-01-07 01:00:00;None
1515369600;11888.0;13374.64;13360.31;12769.0;4870.54469513;2018-01-08 01:00:00;None
1515456000;12100.0;12883.0;12769.0;12276.25;3254.23941198;2018-01-09 01:00:00;None
1515542400;11471.18;12465.2;12276.25;12465.19;4831.14998556;2018-01-10 01:00:00;None
1515628800;11011.0;12500.0;12465.2;11199.98;4917.04493846;2018-01-11 01:00:00;None
1515715200;10800.0;11750.0;11199.99;11581.03;2659.61685947;2018-01-12 01:00:00;None
1515801600;11571.87;12048.98;11581.03;11745.48;1838.61060118;2018-01-13 01:00:00;None
1515888000;11000.0;11895.27;11745.48;11323.88;1913.75523616;2018-01-14 01:00:00;None
1515974400;11150.0;11845.0;11323.87;11301.8;2563.40191586;2018-01-15 01:00:00;None
1516060800;7909.57;11321.6;11301.8;9510.25;13011.23652616;2018-01-16 01:00:00;None
1516147200;7221.0;10210.0;9510.26;9262.0;15646.92609244;2018-01-17 01:00:00;None
1516233600;8860.0;10514.82;9262.0;9562.28;6824.13771626;2018-01-18 01:00:00;None
1516320000;9265.0;10057.14;9556.12;9690.0;2787.08594037;2018-01-19 01:00:00;None
1516406400;9619.87;10697.95;9690.0;10585.6;3105.96697739;2018-01-20 01:00:00;None
1516492800;9250.0;10585.61;10585.6;9542.49;3167.72339501;2018-01-21 01:00:00;None
1516579200;8345.01;9870.0;9542.49;8941.88;4979.71801672;2018-01-22 01:00:00;None
1516665600;8111.0;9350.0;8955.07;8831.86;4124.50784422;2018-01-23 01:00:00;None
1516752000;8650.0;9299.56;8831.86;9193.5;2416.3595867;2018-01-24 01:00:00;None
1516838400;8880.0;9351.0;9193.52;9030.51;2161.25253285;2018-01-25 01:00:00;None
1516924800;8456.01;9294.0;9030.51;8967.35;3507.01880877;2018-01-26 01:00:00;None
1517011200;8810.57;9241.35;8967.36;9137.41;1938.93339262;2018-01-27 01:00:00;None
