unix;low;high;open;close;volume;date
1544832000;72.23;74.74;73.8;74.11;13641.28300896;2018-12-15 01:00:00
1544918400;73.65;77.44;73.98;74.43;12586.82575485;2018-12-16 01:00:00
1545004800;74.18;85.5;74.48;83.13;36526.8518944;2018-12-17 01:00:00
1545091200;80.8;89.76;83.13;89.12;29069.1730305;2018-12-18 01:00:00
1545177600;86.28;95.75;89.12;87.48;58086.58300804;2018-12-19 01:00:00
1545264000;86.9;102.87;87.41;100.57;53438.95788809;2018-12-20 01:00:00
1545350400;93;103.99;100.48;95.77;39734.06984875;2018-12-21 01:00:00
1545436800;93.64;102.49;95.71;102.49;16861.51539203;2018-12-22 01:00:00
1545523200;102.49;118.92;102.49;114.83;45965.94424452;2018-12-23 01:00:00
1545609600;114.8;140.14;114.84;122.73;83965.08652729;2018-12-24 01:00:00
1545696000;107.49;123.5;123.02;113.5;42259.16316758;2018-12-25 01:00:00
1545782400;109.2;121.64;113.49;115.84;22776.48779037;2018-12-26 01:00:00
1545868800;98.49;116.89;115.73;100.62;39172.94454263;2018-12-27 01:00:00
1545955200;99.65;121.48;100.63;120.27;52421.51156739;2018-12-28 01:00:00
1546041600;115.59;128.8;120.21;118.01;33944.40011291;2018-12-29 01:00:00
1546128000;112;124.39;118.39;122.16;20292.40238055;2018-12-30 01:00:00
1546214400;113.03;122.44;122.22;115.08;22320.15215639;2018-12-31 01:00:00
1546300800;114.1;123.89;115.13;122.37;12002.669373;2019-01-01 01:00:00
1546387200;121.45;138;122.37;135.98;46522.03935397;2019-01-02 01:00:00
1546473600;127.08;136.69;135.98;130;33253.78586145;2019-01-03 01:00:00
1546560000;128.16;137.17;130;135.08;32114.84836716;2019-01-04 01:00:00
1546646400;132.59;141.83;135.05;135.38;31299.49990199;2019-01-05 01:00:00
1546732800;131.28;140.59;135.37;137.37;25208.73133022;2019-01-06 01:00:00
1546819200;130.21;138.3;137.37;131.65;23393.24686822;2019-01-07 01:00:00
1546905600;128;134;131.64;130.55;21186.41674699;2019-01-08 01:00:00
1546992000;129.03;133.71;130.61;129.91;13941.40973683;2019-01-09 01:00:00
1547078400;106.53;130.89;129.91;110.5;55901.79298992;2019-01-10 01:00:00
1547164800;106.22;112.47;110.51;110.1;25091.77231514;2019-01-11 01:00:00
1547251200;108.45;111.67;110.09;109.05;11037.97112375;2019-01-12 01:00:00
1547337600;99.89;109.49;109.06;101.38;18417.15405955;2019-01-13 01:00:00
1547424000;101.1;115.4;101.43;112.47;28833.13246403;2019-01-14 01:00:00
1547510400;102.89;114.4;112.38;105.75;28985.82856912;2019-01-15 01:00:00
1547596800;105.22;112.35;105.66;107.35;18110.91656403;2019-01-16 01:00:00
1547683200;103.12;108.77;107.4;107.7;13562.88460423;2019-01-17 01:00:00
1547769600;104.42;107.89;107.69;105.51;8286.78122082;2019-01-18 01:00:00
1547856000;105.51;111.38;105.51;108.73;11303.93941106;2019-01-19 01:00:00
1547942400;102.11;109.04;108.62;103.54;13794.86084675;2019-01-20 01:00:00
1548028800;100.5;104.25;103.51;102.12;12159.54469451;2019-01-21 01:00:00
1548115200;97.26;105.34;102.12;104.05;18661.73600092;2019-01-22 01:00:00
1548201600;101;104.73;103.93;102.57;11152.95689375;2019-01-23 01:00:00
1548288000;100.66;103.94;102.58;103.12;11131.64846463;2019-01-24 01:00:00
1548374400;100.53;103.44;103.11;101.07;9530.23111326;2019-01-25 01:00:00
1548460800;101.05;103.13;101.11;101.26;5706.04035984;2019-01-26 01:00:00
1548547200;95.72;101.3;101.25;98;13366.67525199;2019-01-27 01:00:00
1548633600;88.6;98.54;98;92.58;32531.55108898;2019-01-28 01:00:00
1548720000;89.41;93.02;92.57;91.15;16800.42378118;2019-01-29 01:00:00
1548806400;90.55;95.8;91.14;93.8;17349.64317701;2019-01-30 01:00:00
1548892800;91.6;95.67;93.86;92.48;13136.6289298;2019-01-31 01:00:00
1548979200;90.27;93.7;92.49;92.73;10341.3680865;2019-02-01 01:00:00
1549065600;92;95.9;92.76;95.35;6624.96549137;2019-02-02 01:00:00
1549152000;91.51;95.9;95.36;92.59;8377.82321756;2019-02-03 01:00:00
1549238400;92.21;94.32;92.53;92.85;8423.71668415;2019-02-04 01:00:00
1549324800;92.01;93.49;92.91;93.08;7657.43188776;2019-02-05 01:00:00
1549411200;87.3;93.23;93.21;91.2;17482.16160244;2019-02-06 01:00:00
1549497600;90.63;92.71;91.2;91.04;11499.59769348;2019-02-07 01:00:00
1549584000;90.6;108;91.03;103.99;32702.9290378;2019-02-08 01:00:00
1549670400;103;105.8;104.05;104.3;10270.22886968;2019-02-09 01:00:00
1549756800;101.71;110.68;104.29;109.62;15293.25053666;2019-02-10 01:00:00
1549843200;104.17;109.7;109.62;106.2;16444.99034003;2019-02-11 01:00:00
1549929600;104.2;108;106.21;106.99;13631.91333207;2019-02-12 01:00:00
1550016000;106.36;110.3;106.99;107.46;11452.23266675;2019-02-13 01:00:00
1550102400;105.73;109.25;107.47;106.04;9924.44891285;2019-02-14 01:00:00
1550188800;105.83;109.57;105.94;106.99;8487.05516339;2019-02-15 01:00:00
1550275200;106.99;109.23;106.99;108.17;5603.85278813;2019-02-16 01:00:00
1550361600;108.02;119;108.17;117.36;21002.79502195;2019-02-17 01:00:00
1550448000;116.28;130.8;117.25;127.8;49388.81038438;2019-02-18 01:00:00
1550534400;125.61;131.78;127.78;126.25;22413.68689868;2019-02-19 01:00:00
1550620800;123.42;130.64;126.24;130.22;19964.8464158;2019-02-20 01:00:00
1550707200;125;130.59;130.04;127.5;14979.79216394;2019-02-21 01:00:00
1550793600;125.54;130.12;127.19;129.62;11225.40020011;2019-02-22 01:00:00
1550880000;128.44;139.99;129.61;138.91;26651.71401501;2019-02-23 01:00:00
1550966400;116;145.89;138.92;116.3;57735.5261455;2019-02-24 01:00:00
1551052800;116.3;124.18;116.33;121.4;22956.41816616;2019-02-25 01:00:00
1551139200;117.51;121.8;121.4;119.27;13410.1967605;2019-02-26 01:00:00
1551225600;111.32;123.06;119.26;118.31;27215.22292571;2019-02-27 01:00:00
1551312000;116.1;122.46;118.39;118.39;21286.53479886;2019-02-28 01:00:00
1551398400;117.98;121;118.39;119;10960.95695511;2019-03-01 01:00:00
1551484800;114.5;119.35;119.01;116.64;10931.24324519;2019-03-02 01:00:00
1551571200;112.19;117.97;116.64;114.46;7741.84051338;2019-03-03 01:00:00
1551657600;108.57;114.96;114.45;110.59;18172.67694915;2019-03-04 01:00:00
1551744000;110.14;121.39;110.62;120.29;25052.63573037;2019-03-05 01:00:00
1551830400;117.21;124.28;120.3;121.08;18133.70211011;2019-03-06 01:00:00
1551916800;119.44;123.35;121.2;121.84;14425.46667568;2019-03-07 01:00:00
1552003200;115.55;123.07;121.85;118.32;14533.37580195;2019-03-08 01:00:00
1552089600;118;123.38;118.31;121.45;11130.79856018;2019-03-09 01:00:00
1552176000;118.58;121.5;121.38;120.03;6143.11367724;2019-03-10 01:00:00
1552262400;116.4;120.49;120.02;117.18;10904.50788084;2019-03-11 01:00:00
1552348800;113.5;119.13;117.18;117.79;14075.8561851;2019-03-12 01:00:00
1552435200;115.2;117.79;117.79;115.9;11046.20244479;2019-03-13 01:00:00
1552521600;114.14;119.58;115.91;116.16;10253.75476477;2019-03-14 01:00:00
1552608000;116.15;120.83;116.15;119.85;10916.39662563;2019-03-15 01:00:00
1552694400;119.74;126.05;119.86;122.9;16555.69179962;2019-03-16 01:00:00
1552780800;120.1;122.89;122.89;121.96;7130.46685017;2019-03-17 01:00:00
1552867200;119.76;124;121.96;121.24;12866.62150098;2019-03-18 01:00:00
1552953600;120.5;122.35;121.24;121.71;11229.27933577;2019-03-19 01:00:00
1553040000;119.84;121.8;121.72;121.51;9255.28117399;2019-03-20 01:00:00
1553126400;116.86;121.9;121.5;118.66;13872.43419343;2019-03-21 01:00:00
1553212800;118.5;121.48;118.66;120.52;7538.47585344;2019-03-22 01:00:00
1553299200;119.64;121.52;120.51;120.85;7416.98349444;2019-03-23 01:00:00
1553385600;119.1;120.92;120.85;119.97;5117.49607983;2019-03-24 01:00:00
1553472000;116;120.42;119.82;117.69;12867.01321994;2019-03-25 01:00:00
1553558400;116.81;118.72;117.81;118.38;8352.00795711;2019-03-26 01:00:00
1553644800;118.17;123.8;118.31;123.57;14709.75973875;2019-03-27 01:00:00
1553731200;122;123.57;123.49;122.38;9623.78436667;2019-03-28 01:00:00
1553817600;122;127.5;122.37;127.5;17034.0118948;2019-03-29 01:00:00
1553904000;125;129.69;127.49;126.74;11884.44431513;2019-03-30 01:00:00
1553990400;125.04;126.75;126.69;125.95;4699.08765663;2019-03-31 01:00:00
1554076800;123.93;127.5;125.8;126.11;12331.39748072;2019-04-01 02:00:00
1554163200;125.85;148.9;126.01;146.97;55568.61578991;2019-04-02 02:00:00
1554249600;134;160.27;146.97;143.51;67943.03085842;2019-04-03 02:00:00
1554336000;136.84;146.47;143.5;140.6;32533.67921023;2019-04-04 02:00:00
1554422400;139.52;150.13;140.67;148.18;19198.5273445;2019-04-05 02:00:00
1554508800;143.27;154.49;148.12;148.22;17455.33883946;2019-04-06 02:00:00
1554595200;147.01;157.57;148.26;156.39;16086.0763833;2019-04-07 02:00:00
1554681600;155.17;167;156.31;160.76;33546.99881188;2019-04-08 02:00:00
1554768000;155.4;160.72;160.63;156.1;15475.2933267;2019-04-09 02:00:00
1554854400;149.67;164.3;155.99;157.63;24039.01882786;2019-04-10 02:00:00
1554940800;140.65;157.77;157.77;146.86;24775.30870393;2019-04-11 02:00:00
1555027200;141.67;148.29;146.72;145.8;11270.71859729;2019-04-12 02:00:00
1555113600;144.07;147.21;145.6;145.51;4886.66561159;2019-04-13 02:00:00
1555200000;143.73;149.89;145.51;149.28;6257.84564426;2019-04-14 02:00:00
1555286400;138.4;150.02;148.9;142.14;19259.03410106;2019-04-15 02:00:00
1555372800;141.4;148.49;141.88;147.53;10856.80620212;2019-04-16 02:00:00
1555459200;145.95;149.04;147.59;147.39;7605.13146546;2019-04-17 02:00:00
1555545600;147.25;157.01;147.38;154.8;14109.76530166;2019-04-18 02:00:00
1555632000;151.07;155.19;154.89;154.75;8732.60267989;2019-04-19 02:00:00
1555718400;152.2;158.04;154.85;154.64;7165.10089587;2019-04-20 02:00:00
1555804800;148.8;156.01;154.65;151.23;8276.30139961;2019-04-21 02:00:00
1555891200;150.1;154.23;151.58;152.44;6111.79716595;2019-04-22 02:00:00
1555977600;150.19;157.25;152.64;151.95;15326.33037244;2019-04-23 02:00:00
1556064000;143.94;152.64;151.88;148.85;18259.64254795;2019-04-24 02:00:00
1556150400;133;149.23;148.85;137.05;21273.67454925;2019-04-25 02:00:00
1556236800;133.72;140.15;136.78;137.73;17861.12428317;2019-04-26 02:00:00
1556323200;136.9;142.45;137.79;140.15;8044.97950633;2019-04-27 02:00:00
1556409600;136.98;140.88;140;137.68;6965.16214826;2019-04-28 02:00:00
1556496000;133.61;138.7;137.7;136.07;11177.00176465;2019-04-29 02:00:00
1556582400;136.26;143.88;136.27;142.78;10685.50302001;2019-04-30 02:00:00
1556668800;140.06;145.21;143.13;141.48;6160.08734777;2019-05-01 02:00:00
1556755200;139.54;143.79;141.44;142.41;7386.38120049;2019-05-02 02:00:00
1556841600;141.5;151.63;142.3;146.93;14603.90167656;2019-05-03 02:00:00
1556928000;141.23;149.86;147.39;144.51;12797.38677448;2019-05-04 02:00:00
1557014400;140.62;146.32;144.63;144.17;6911.39732161;2019-05-05 02:00:00
1557100800;141.18;157;144.27;152.87;24825.53215078;2019-05-06 02:00:00
1557187200;148.26;161.37;153;149;27230.42848578;2019-05-07 02:00:00
1557273600;145.55;153.66;149;151.65;14821.74489051;2019-05-08 02:00:00
1557360000;147.15;154.5;151.64;151.55;17381.34365499;2019-05-09 02:00:00
1557446400;149.41;157.2;151.55;153.32;20843.80271083;2019-05-10 02:00:00
1557532800;153.32;181;153.32;167.65;61893.67019915;2019-05-11 02:00:00
1557619200;160.24;181;167.65;167.21;53600.43127414;2019-05-12 02:00:00
1557705600;165.33;186.13;167.18;174.6;46806.06461011;2019-05-13 02:00:00
1557792000;173.74;197.23;175.06;193.88;58077.86844853;2019-05-14 02:00:00
1557878400;193.07;223.97;194.33;222;76175.85727162;2019-05-15 02:00:00
1557964800;216.01;249.8;221.84;237.3;110905.14170447;2019-05-16 02:00:00
1558051200;199;240.9;236.81;219.91;78858.57940717;2019-05-17 02:00:00
1558137600;208.31;223;219.91;209.1;21322.54747515;2019-05-18 02:00:00
1558224000;209.08;237;209.08;234.07;34871.60318424;2019-05-19 02:00:00
1558310400;213.55;233.9;233.87;225.58;36370.37587536;2019-05-20 02:00:00
1558396800;222.1;237;226.01;228.39;23931.19615757;2019-05-21 02:00:00
1558483200;215.92;234.79;228.43;218.46;26994.41255413;2019-05-22 02:00:00
1558569600;208;222.65;218.95;220.05;27139.1259158;2019-05-23 02:00:00
1558656000;217.01;228;220.02;222.44;19627.8553449;2019-05-24 02:00:00
1558742400;221.65;230;222.89;224.69;9088.97351478;2019-05-25 02:00:00
1558828800;220.2;241.4;224.66;238.88;25051.06640807;2019-05-26 02:00:00
1558915200;236.05;249.37;239.54;242.72;34799.65687467;2019-05-27 02:00:00
1559001600;237;247.92;242.72;243.5;21063.5550313;2019-05-28 02:00:00
1559088000;233.01;246.58;243.42;242.12;22068.33622743;2019-05-29 02:00:00
1559174400;214.02;260.02;242.12;229.63;54143.1743054;2019-05-30 02:00:00
1559260800;221;241.22;229.71;240.01;24406.93607065;2019-05-31 02:00:00
1559347200;234.08;246;240.37;237.01;9679.10067804;2019-06-01 02:00:00
1559433600;236.82;244.93;237.19;241.6;9144.37107791;2019-06-02 02:00:00
1559520000;220.34;241.74;241.7;222.33;16462.9369563;2019-06-03 02:00:00
1559606400;207.03;223.77;222.34;214.25;37463.37121831;2019-06-04 02:00:00
1559692800;211.54;221.98;214.25;218.84;15047.63395676;2019-06-05 02:00:00
1559779200;209;222.5;218.97;222.19;11648.14235327;2019-06-06 02:00:00
1559865600;217.31;225.18;222.22;220.46;14341.03366265;2019-06-07 02:00:00
1559952000;214;221.5;220.35;215.88;5286.54009323;2019-06-08 02:00:00
1560038400;201.07;216.97;215.93;205.76;13001.97092225;2019-06-09 02:00:00
1560124800;201.95;219;205;219;14179.27544297;2019-06-10 02:00:00
1560211200;210.02;219.91;219;216.84;10267.80431801;2019-06-11 02:00:00
1560297600;215.01;233.72;217.01;233.72;18943.40582615;2019-06-12 02:00:00
1560384000;225.64;234;233.24;226.4;12258.45479079;2019-06-13 02:00:00
1560470400;224.11;236.75;226.89;235.33;12034.83128486;2019-06-14 02:00:00
1560556800;233.37;242.75;235.4;238.99;9724.36332492;2019-06-15 02:00:00
1560643200;231.09;242.75;238.99;239.18;14403.55254502;2019-06-16 02:00:00
1560729600;238.44;245.85;239.1;244.45;12976.03324049;2019-06-17 02:00:00
1560816000;233.51;244.37;244.37;236.32;14855.99991711;2019-06-18 02:00:00
1560902400;235.28;241;236.32;239.39;8717.45189812;2019-06-19 02:00:00
1560988800;236.45;243.5;239.65;241.11;9477.60157446;2019-06-20 02:00:00
1561075200;241.08;261;241.1;260.86;28095.51038745;2019-06-21 02:00:00
1561161600;258.8;277.85;260.45;269.93;33839.22919524;2019-06-22 02:00:00
1561248000;265.5;279.8;269.8;268.5;17095.82069461;2019-06-23 02:00:00
1561334400;258.52;274.98;268.15;272.73;16280.18695909;2019-06-24 02:00:00
1561420800;269.52;279;273.33;278.32;17118.33365009;2019-06-25 02:00:00
1561507200;269.6;319;278.72;292.47;70547.73238028;2019-06-26 02:00:00
1561593600;238.28;299.99;292.97;257.8;54833.47450486;2019-06-27 02:00:00
1561680000;254.85;274.98;257.79;272.6;24719.32201775;2019-06-28 02:00:00
1561766400;256.52;284.1;272.37;279.2;15585.34758459;2019-06-29 02:00:00
1561852800;252.25;283.85;279.2;255.61;18084.24298521;2019-06-30 02:00:00
1561939200;246;265.79;255.81;259.7;21310.24389762;2019-07-01 02:00:00
1562025600;238.82;261.74;259.7;258.92;27030.44022319;2019-07-02 02:00:00
1562112000;257.02;274.99;259.32;267.52;16483.52924456;2019-07-03 02:00:00
1562198400;249.23;269;267.4;251.32;11762.72204802;2019-07-04 02:00:00
1562284800;248.87;262.25;251.2;257.54;11688.60055579;2019-07-05 02:00:00
1562371200;254.53;265.21;258.05;256.68;6860.84949497;2019-07-06 02:00:00
1562457600;253.57;276.91;256.69;273.25;11616.25517041;2019-07-07 02:00:00
1562544000;269.67;280.55;273.57;279.54;14246.43628293;2019-07-08 02:00:00
1562630400;270.42;283.75;279.31;274.85;17638.67401133;2019-07-09 02:00:00
1562716800;251.52;280.49;274.81;256.62;24966.66119067;2019-07-10 02:00:00
1562803200;232.83;256.26;256.26;239;22901.01560039;2019-07-11 02:00:00
1562889600;236.5;249.32;238.99;244.53;10971.65391928;2019-07-12 02:00:00
1562976000;233;245.08;244.9;240.02;6450.13996239;2019-07-13 02:00:00
1563062400;197.58;239.83;239.72;201.65;35147.43055123;2019-07-14 02:00:00
1563148800;181.33;210;201.15;203.09;34633.64822499;2019-07-15 02:00:00
1563235200;170.12;208.8;203.92;177.37;47175.63390304;2019-07-16 02:00:00
1563321600;170.01;196;177.65;188.17;34709.65811996;2019-07-17 02:00:00
1563408000;184.23;203.94;188.16;200.96;32144.69184272;2019-07-18 02:00:00
1563494400;190.38;201.19;200.97;197.69;12550.64442419;2019-07-19 02:00:00
1563580800;196.58;210.32;198.16;204;11998.31020408;2019-07-20 02:00:00
1563667200;194.22;204.8;204.22;201.69;8823.38437806;2019-07-21 02:00:00
1563753600;189.06;203;201.97;193.82;11346.43071204;2019-07-22 02:00:00
1563840000;187;196.93;193.82;190.38;11313.28944351;2019-07-23 02:00:00
1563926400;181;195.87;190.59;193.97;14230.69581813;2019-07-24 02:00:00
1564012800;193.46;204.96;194.43;196.87;13573.97783671;2019-07-25 02:00:00
1564099200;191.48;198.45;196.56;197.38;8921.16832754;2019-07-26 02:00:00
1564185600;182;201.1;197.39;186.71;13242.33323838;2019-07-27 02:00:00
1564272000;178.23;192.19;186.6;189.99;7487.08373328;2019-07-28 02:00:00
1564358400;185.5;193;189.99;189.43;7823.68895566;2019-07-29 02:00:00
1564444800;183.7;192.21;189.7;187.83;9710.80672403;2019-07-30 02:00:00
1564531200;187.68;197.18;187.81;197.18;9235.03578733;2019-07-31 02:00:00
1564617600;191.09;197.47;197.18;196.03;7619.16805183;2019-08-01 02:00:00
1564704000;193.53;200.86;196.08;196.1;10412.0162232;2019-08-02 02:00:00
1564790400;195;201.85;196.19;199.87;8210.58774944;2019-08-03 02:00:00
1564876800;195.64;200.97;199.89;200.2;6186.94015818;2019-08-04 02:00:00
1564963200;200.32;212.11;200.38;207.36;15914.19681976;2019-08-05 02:00:00
1565049600;198.55;213.89;207.18;201.6;21026.70069351;2019-08-06 02:00:00
1565136000;196.47;206.11;201.66;201.45;14679.56388784;2019-08-07 02:00:00
1565222400;192.33;202;201.9;197.57;11508.18710295;2019-08-08 02:00:00
1565308800;184.65;197.86;197.73;187.6;14622.75657128;2019-08-09 02:00:00
1565395200;179.23;191.67;187.86;184.26;12110.49076584;2019-08-10 02:00:00
1565481600;183.87;193.54;183.87;193.54;5211.90543031;2019-08-11 02:00:00
1565568000;187.71;193.5;193.5;188.51;7411.5364409;2019-08-12 02:00:00
1565654400;181.78;188.71;188.71;186.51;8323.12181017;2019-08-13 02:00:00
1565740800;163.42;187.45;186.45;167.37;23123.20269398;2019-08-14 02:00:00
1565827200;156;170.71;167.56;169.29;26080.46230757;2019-08-15 02:00:00
1565913600;161.5;169.59;169.4;167.27;13985.12419904;2019-08-16 02:00:00
1566000000;164.42;168.64;167.32;167.53;4840.54707054;2019-08-17 02:00:00
1566086400;165.69;178.67;167.78;175.57;7539.20674106;2019-08-18 02:00:00
1566172800;174.14;183.77;175.55;182.6;9779.27244454;2019-08-19 02:00:00
1566259200;175.7;183.06;183.03;177.06;9016.02040837;2019-08-20 02:00:00
1566345600;162.58;177.7;177.33;171.11;13372.69797395;2019-08-21 02:00:00
1566432000;165.21;176;171.2;171.34;9192.31524161;2019-08-22 02:00:00
1566518400;170.39;178.09;171.47;174.67;7273.1462146;2019-08-23 02:00:00
1566604800;167.63;174.57;174.57;171.5;5976.02819399;2019-08-24 02:00:00
1566691200;164.6;172.97;171.58;167.56;6285.07031362;2019-08-25 02:00:00
1566777600;167.38;174.42;167.83;169.74;9179.91692573;2019-08-26 02:00:00
1566864000;166.4;170.51;169.71;168.84;6154.36908867;2019-08-27 02:00:00
1566950400;151.01;169.8;168.9;156.23;19211.81556154;2019-08-28 02:00:00
1567036800;148.2;156.82;156.29;153.32;13942.82133607;2019-08-29 02:00:00
1567123200;150.29;154.98;153.68;153.72;7340.77102663;2019-08-30 02:00:00
1567209600;151.52;159.11;153.54;156.38;4625.06522074;2019-08-31 02:00:00
1567296000;153.49;158.22;156.38;155.97;5356.52231458;2019-09-01 02:00:00
1567382400;155.46;165.63;156.51;163.25;13643.88826213;2019-09-02 02:00:00
1567468800;159.57;167.13;163.18;162.72;17165.45734636;2019-09-03 02:00:00
1567555200;157.47;164.04;162.4;158.38;9896.75175198;2019-09-04 02:00:00
1567641600;153.55;159.2;158.37;157.75;9208.61574211;2019-09-05 02:00:00
1567728000;150.05;161.98;157.82;153.66;11115.35434998;2019-09-06 02:00:00
1567814400;152.89;164.18;153.66;161.94;9871.47274571;2019-09-07 02:00:00
1567900800;160.03;167.33;162.21;164.88;12901.96784191;2019-09-08 02:00:00
1567987200;159.53;169.3;164.96;163.51;14104.18322423;2019-09-09 02:00:00
1568073600;160.29;166.96;164.08;162.82;8658.05295511;2019-09-10 02:00:00
1568160000;158.5;164.75;162.61;162.17;10268.56039619;2019-09-11 02:00:00
1568246400;160.47;165;162.23;163.81;6788.12467385;2019-09-12 02:00:00
1568332800;160.62;164.38;164.01;164.19;4717.0058608;2019-09-13 02:00:00
1568419200;162.85;170.94;164.2;170.45;6130.76460313;2019-09-14 02:00:00
1568505600;168;172.75;170.45;171.21;5931.78868186;2019-09-15 02:00:00
1568592000;171;181.46;171.5;179.87;13490.81836964;2019-09-16 02:00:00
1568678400;178.44;194.91;179.94;187.87;29880.89195041;2019-09-17 02:00:00
1568764800;188.17;199.11;188.17;190.92;18937.6145511;2019-09-18 02:00:00
1568851200;183.35;203.26;190.9;199.94;32121.65449475;2019-09-19 02:00:00
1568937600;192.25;200.77;199.91;198.16;10620.27861047;2019-09-20 02:00:00
1569024000;194.03;200.96;198.15;195.16;4336.94788105;2019-09-21 02:00:00
1569110400;187.2;195.5;195.34;191.84;8258.98906303;2019-09-22 02:00:00
1569196800;180.71;192.34;191.7;183.03;11341.45783477;2019-09-23 02:00:00
1569283200;143.05;184.52;182.99;151.92;70181.85823514;2019-09-24 02:00:00
1569369600;148.09;159.8;151.99;155.44;31310.97081064;2019-09-25 02:00:00
1569456000;139.41;156.88;155.42;151.98;27035.73892032;2019-09-26 02:00:00
1569542400;147.56;163.54;152.16;159.48;14294.75550404;2019-09-27 02:00:00
1569628800;154.24;160.9;159.51;159.11;8798.32666364;2019-09-28 02:00:00
1569715200;150.67;159.68;159.68;155.24;8020.92497146;2019-09-29 02:00:00
1569801600;151.35;167.24;155.63;165.79;13100.19770295;2019-09-30 02:00:00
1569888000;160;171.58;166.83;161.64;16030.02436315;2019-10-01 02:00:00
1569974400;160;165.69;161.94;165.3;5825.9434282;2019-10-02 02:00:00
1570060800;154.82;165.51;165.34;159.81;8664.50323037;2019-10-03 02:00:00
1570147200;156.22;163.54;159.54;160.51;5391.55805722;2019-10-04 02:00:00
1570233600;157.25;161.39;160.51;160.99;3618.92374095;2019-10-05 02:00:00
1570320000;152.21;161.39;161;154.97;14888.62270752;2019-10-06 02:00:00
1570406400;153.74;166.22;155.17;164.64;12669.04228499;2019-10-07 02:00:00
1570492800;162.14;168.86;165.23;165.07;7195.18425354;2019-10-08 02:00:00
1570579200;163.56;178.6;165.13;176.1;31479.7902108;2019-10-09 02:00:00
1570665600;170.01;177.47;176.26;174.28;11935.55845391;2019-10-10 02:00:00
1570752000;163.16;179.47;174.47;164.11;17141.86620516;2019-10-11 02:00:00
1570838400;161.11;167.6;163.98;163.22;6331.54577995;2019-10-12 02:00:00
1570924800;162.03;167.58;162.9;164.42;3701.6636909;2019-10-13 02:00:00
1571011200;163.85;170.3;164.4;169.56;6712.507547;2019-10-14 02:00:00
1571097600;161.16;170.97;169.56;163.58;12132.54436741;2019-10-15 02:00:00
1571184000;155.45;164.29;163.4;158.1;8008.47267263;2019-10-16 02:00:00
1571270400;156.2;161.07;158.01;159.61;5542.3757771;2019-10-17 02:00:00
1571356800;151.68;159.74;159.67;154.95;7588.63529733;2019-10-18 02:00:00
1571443200;152.07;156.74;155.11;153.94;4864.24715314;2019-10-19 02:00:00
1571529600;151.83;158.53;153.9;157.44;4328.15311336;2019-10-20 02:00:00
1571616000;154.22;159.8;157.28;156.25;8470.19268343;2019-10-21 02:00:00
1571702400;153.47;157.51;156.44;154.03;5269.60152792;2019-10-22 02:00:00
1571788800;138.12;154.31;154.02;146.22;24106.15251118;2019-10-23 02:00:00
1571875200;142.93;147.94;146.3;144.78;8812.37734137;2019-10-24 02:00:00
1571961600;144.78;169.97;144.78;164.42;22584.29271225;2019-10-25 02:00:00
1572048000;153;178.69;164.53;162.09;26920.92578043;2019-10-26 02:00:00
1572134400;158.46;170.1;161.95;165.53;14969.57353715;2019-10-27 02:00:00
1572220800;162.29;170.53;166.04;164.05;12604.18895011;2019-10-28 01:00:00
1572307200;163.66;174;164.07;171.91;13547.08170454;2019-10-29 01:00:00
1572393600;162.34;173.27;171.89;164.46;10978.37003594;2019-10-30 01:00:00
1572480000;159.42;166.15;164.64;163.71;10819.22526866;2019-10-31 01:00:00
1572566400;158.82;165.5;163.53;164.49;8461.06993016;2019-11-01 01:00:00
1572652800;163.31;166.78;165;164.38;3820.74626792;2019-11-02 01:00:00
1572739200;160.59;165.65;164.38;163;3894.41887855;2019-11-03 01:00:00
1572825600;161.7;170;163;167.39;8198.88611983;2019-11-04 01:00:00
1572912000;164.16;174.05;167.38;170.82;10991.64530877;2019-11-05 01:00:00
1572998400;169.77;175.89;170.62;173;7598.49996712;2019-11-06 01:00:00
1573084800;166.84;173.89;172.99;168.66;8496.1695838;2019-11-07 01:00:00
1573171200;164.16;170;169.11;166.8;7114.08753894;2019-11-08 01:00:00
1573257600;166.04;168.75;166.93;167.84;2696.025005;2019-11-09 01:00:00
1573344000;166.75;173.89;168.04;171.52;7831.71494682;2019-11-10 01:00:00
1573430400;167;172.59;171.57;167.45;6395.01841471;2019-11-11 01:00:00
1573516800;165.17;170.28;167.41;169.89;5783.90148525;2019-11-12 01:00:00
1573603200;168.27;172.16;169.89;170.8;5701.72230771;2019-11-13 01:00:00
1573689600;166.22;171.07;171.07;167.62;7150.89591101;2019-11-14 01:00:00
1573776000;160.92;169.14;167.72;162.81;9687.46364478;2019-11-15 01:00:00
1573862400;162.32;166;162.81;165.02;3124.59139982;2019-11-16 01:00:00
1573948800;163.25;168.55;165.19;166.59;5919.1030399;2019-11-17 01:00:00
1574035200;157.11;166.59;166.59;160.64;10959.97038506;2019-11-18 01:00:00
1574121600;155.76;161.11;160.93;158.8;8109.06374831;2019-11-19 01:00:00
1574208000;156.51;160.38;158.71;157.49;7236.06231632;2019-11-20 01:00:00
1574294400;140.83;158.52;157.36;145.74;22416.62759922;2019-11-21 01:00:00
1574380800;125.38;147.18;145.74;136.37;46324.39441465;2019-11-22 01:00:00
1574467200;133.44;140.59;136.56;138.31;24560.16589878;2019-11-23 01:00:00
1574553600;126.24;139.18;138.53;127.3;11098.41917434;2019-11-24 01:00:00
