DateTime,Aggregated Exchanges,Binance,Bitfinex,Bitstamp,Coinbase,Gemini,Huobi,Kraken,Luno,Okex,Poloniex,Price
2016-02-14T00:00:00.000Z,4452.4554371,50.02095151,30.82030887,2707.0891857,828.95492259,607.33752436,-573.53583451,,217.92991434,,583.83846426,398
2016-02-15T00:00:00.000Z,296.53423515,-57.88646313,23.52485094,-814.61176151,3.50006257,759.09339751,1170.2528609,,-91.40202232,,-695.93668977,403.71
2016-02-16T00:00:00.000Z,-862.78818798,54.161685,5.64770555,-3132.6847043,10.77615754,-714.70905092,2651.7273226,,-119.933057,,382.22575358,403.88
2016-02-17T00:00:00.000Z,3204.4908576,-20.75916103,-60.14871065,2529.8866779,175.88644857,690.75107455,-378.65003986,,-91.72331942,,359.24788755,413.25
2016-02-18T00:00:00.000Z,-3666.9742348,-53.7167769,90.05123607,-1370.9819087,70.35683462,-411.55745105,-1009.4394024,,110.70254964,,-1092.3893161,420.15
2016-02-19T00:00:00.000Z,3472.0217832,-114.59290506,0.4177417,-860.77667696,-35.857166,-200.01504532,4497.9972795,,-384.08958856,,568.93814387,420.31
2016-02-20T00:00:00.000Z,-2456.4822084,73.83051147,-90.48690682,623.77471832,79.78089089,-288.70544973,-2847.449255,,256.60496088,,-263.83167835,431.08
2016-02-21T00:00:00.000Z,3300.1602709,23.75973744,76.74028358,337.43573058,74.22527549,103.9394252,1682.7053973,,72.85355535,,928.50086594,436.54
2016-02-22T00:00:00.000Z,2155.9462737,47.63862411,-51.26321093,-708.98422409,762.45321525,382.28188703,2332.5376341,,139.22884878,,-747.94650059,435.74
2016-02-23T00:00:00.000Z,3516.5166038,28.75845923,59.2150768,1069.4771539,-402.05810092,-124.55952397,1758.70025,,23.97295047,,1103.0103382,427.56
2016-02-24T00:00:00.000Z,1419.9153111,-66.78453295,-81.8186191,367.36585837,-82.85151745,-215.44788566,2887.5047807,,-166.37618069,,-1221.6765922,417.77
2016-02-25T00:00:00.000Z,-1823.8651996,5.76318305,57.38795949,583.91026696,-62.27252343,-437.25791736,-3653.7592745,,46.49509424,,1635.8680119,422.35
2016-02-26T00:00:00.000Z,-2634.0374502,-104.12058393,90.38195589,-682.64708991,238.19237298,-280.58485938,-1494.4859855,,-147.88120055,,-252.89205977,423.35
2016-02-27T00:00:00.000Z,-335.31545971,59.25598606,-119.97602347,68.84134884,665.2135673,169.88039235,-1058.96358,,155.65630652,,-275.2234573,430.72
2016-02-28T00:00:00.000Z,3256.385797,41.14448968,31.58711265,575.61505954,263.58259407,196.56052659,2539.7065481,,14.00668818,,-405.81722173,428.42
2016-02-29T00:00:00.000Z,3473.0274498,72.14848214,2.77384707,-495.60226724,1746.1755902,-397.0809851,2811.354202,,-8.46045997,,-258.28095926,435.58
2016-03-01T00:00:00.000Z,1132.3109277,-7.57727243,28.19163273,997.39698202,-662.23676501,200.97720579,254.5043123,,-86.9211364,,407.97596868,433.76
2016-03-02T00:00:00.000Z,-52.48685422,4.84706786,0.1202585,-2246.6472507,-1070.9746754,-76.43151137,2689.9984947,,25.76028631,,620.84047585,429.88
2016-03-03T00:00:00.000Z,5491.4791332,-175.33854605,-63.21289933,1966.5415051,-167.01687266,34.34157891,4716.7726636,,9.09104292,,-829.69933927,420.39
2016-03-04T00:00:00.000Z,-6114.8319239,-163.3426682,-4.88735884,372.73169821,-56.64937327,455.59248828,-6419.593697,,-255.24491858,,-43.43809443,415.29
2016-03-05T00:00:00.000Z,1310.6576564,-12.27667736,-23.79566747,-416.78823923,-562.09193497,884.70770006,1125.2686618,,36.59787139,,279.03594218,398.5
2016-03-06T00:00:00.000Z,-675.66851919,39.18922922,3.14493219,-669.2123664,-130.30779942,136.35243719,-103.01995127,,216.03318224,,-167.84818294,402.55
2016-03-07T00:00:00.000Z,4315.6894867,45.79424234,44.17913782,39.32679044,451.78432256,-644.99494549,-583.78042112,,-44.25480686,,5007.6351671,409.28
2016-03-08T00:00:00.000Z,4057.6026028,-25.57827557,-39.15689079,-428.74190056,-364.12487504,106.48687872,-292.43066542,,103.60880098,,4997.5395305,412.57
2016-03-09T00:00:00.000Z,3946.3803609,40.8904092,25.71602784,-1258.1722099,-2501.1782879,2567.5787691,982.37489052,,55.40819898,,4033.7625631,411.91
2016-03-10T00:00:00.000Z,3234.9670202,-55.12908532,-30.36600154,91.24114833,1000.0546447,-823.89424154,538.89967672,,-7.8634217,,2522.0243006,413.88
2016-03-11T00:00:00.000Z,4635.9750136,55.44196141,-4.92283811,321.74177856,2506.5391878,-2747.9441189,5531.164528,,-351.79665117,,-674.24883405,418.76
2016-03-12T00:00:00.000Z,-4764.0824214,94.22125478,61.71850268,-356.38996142,743.31379263,2278.5545216,-7821.3391689,,-41.49714756,,277.33578472,413.85
2016-03-13T00:00:00.000Z,-9812.6791446,65.09189935,14.23633381,1736.3511383,-197.39722482,-595.93963873,-12943.695925,,191.99128681,,1916.6829862,412.75
2016-03-14T00:00:00.000Z,226.18333854,-31.0471471,-43.55977132,-2333.257515,-484.33071546,211.75845391,-1861.1194912,,-17.20247384,,4784.9419985,413.64
2016-03-15T00:00:00.000Z,131.28503948,-113.40700423,59.55204708,859.93675296,222.24896129,-128.31384867,-1777.0610925,,269.06296382,,739.26625978,414.84
2016-03-16T00:00:00.000Z,-1432.6195874,-48.46572191,32.04238154,-114.63294461,44.20625695,213.07252567,-405.21649005,,-138.2014654,,-1015.4241296,415.14
2016-03-17T00:00:00.000Z,5182.7861049,-34.42181352,-93.64476045,3688.3196515,-104.508529,-1237.8395818,-238.96515153,,29.25413414,,3174.5921555,417.45
2016-03-18T00:00:00.000Z,7839.8300722,3.59153694,-29.81724812,-622.79077139,-909.85452609,937.0281105,-94.22524221,,-298.42225762,,8854.3204702,410.53
2016-03-19T00:00:00.000Z,785.17988197,-36.75773405,19.9341844,-88.25153677,1006.8973262,336.02353452,-135.17195085,,215.52333255,,-533.01727404,406.31
2016-03-20T00:00:00.000Z,4037.9205827,32.1058421,-20.36551798,1045.6345894,1270.960723,-252.12347048,1749.1824587,,144.17032679,,68.35563117,410.35
2016-03-21T00:00:00.000Z,3461.6417491,0.01603051,102.76084153,270.98693318,2142.4323268,446.37684666,-1958.7443484,,21.56835836,,2436.2447605,410.17
2016-03-22T00:00:00.000Z,6398.0043966,43.50062242,-72.51951446,-644.91286637,210.72107806,244.21410966,924.152825,,31.99756225,,5660.8505801,414.36
2016-03-23T00:00:00.000Z,-3404.4310844,1.59501346,61.69222415,-1511.2175697,-1141.6319771,-347.87197898,-326.56509182,,-24.58537148,,-115.84633299,416.88
2016-03-24T00:00:00.000Z,-155.67411952,-7.13830512,-59.6698184,-2188.3989561,121.68609087,-78.15259248,-139.78772722,,-142.91169712,,2338.6988861,415.28
2016-03-25T00:00:00.000Z,2692.6113481,113.33115266,0.62632384,1943.9253193,-310.27922994,-228.97593703,-24.2088801,,189.32009408,,1008.8725053,414.86
2016-03-26T00:00:00.000Z,-1646.2443017,76.17486345,27.9368506,-1857.0743701,443.19406493,160.32980332,-492.42877435,,-68.73195727,,64.35521764,415.82
2016-03-27T00:00:00.000Z,1835.7247028,0.04157305,-43.19867895,1256.1777287,-562.5749429,930.92390042,479.72888035,,143.73791337,,-369.11167125,421.43
2016-03-28T00:00:00.000Z,-690.15119049,87.42024274,45.25925903,851.61104997,-45.22666114,-529.68154419,-83.81217021,,-4.0351451,,-1011.6862216,422.53
2016-03-29T00:00:00.000Z,-1188.5868589,85.26545052,34.18524422,-558.70991879,-41.36280797,-259.32418382,58.94058175,,-13.1651915,,-494.41603328,415.45
2016-03-30T00:00:00.000Z,-5.65480332,22.37783325,3.17604622,-1208.8248699,61.88904081,186.95846279,-508.18720278,,-59.50442058,,1496.4603069,412.31
2016-03-31T00:00:00.000Z,1793.2970814,-19.00894786,-97.49441031,-508.88050006,-128.37497548,-229.94652282,285.20636421,,185.77511765,,2306.0209561,414.31
2016-04-01T00:00:00.000Z,877.80884185,-52.29184694,1.29709733,21.02156343,-1025.6753289,72.14879743,1434.8185175,,-165.04987827,,591.53992025,414.83
2016-04-02T00:00:00.000Z,-4180.9696094,71.26352306,9.70852965,1463.7689053,-2688.6848857,-118.44950802,-1178.5119965,,-177.43434819,,-1562.629829,417.59
2016-04-03T00:00:00.000Z,551.28427033,66.82589525,8.63374261,88.93078248,104.95725001,-93.9187733,-574.87104494,,174.94700174,,775.77941648,418.57
2016-04-04T00:00:00.000Z,-1186.0066939,-18.80122317,18.54894818,-2032.5084168,53.88347107,-54.46822128,202.5250334,,142.89067717,,501.92303751,418.3
2016-04-05T00:00:00.000Z,1122.2725783,-56.72166838,-3.9144463,904.74119262,696.24398546,493.65207531,-49.79126655,,0.87542261,,-862.8127165,420.81
2016-04-06T00:00:00.000Z,-539.36456556,-207.34689073,-9.76394701,680.5910346,-917.36465399,-185.89641959,546.09039606,,181.93388308,,-627.60796798,421.18
2016-04-07T00:00:00.000Z,8218.3985669,4.74508671,2.56072679,-323.17159305,6583.9584392,-187.00643206,-985.28770833,,-252.88338688,,3375.4834345,419.99
2016-04-08T00:00:00.000Z,968.20173807,17.0716481,7.32740941,-168.48492501,-1682.780465,971.03132082,858.73082169,,-237.16442558,,1202.4703537,419.51
2016-04-09T00:00:00.000Z,1022.9123768,83.1742088,-3.78440481,1092.2762536,54.51710726,-369.24884541,23.59829089,,122.7256958,,19.65407066,415.62
2016-04-10T00:00:00.000Z,1503.0047045,46.46484654,3.08251258,-302.70325774,-1435.1133821,-88.56149741,63.48808637,,172.02866253,,3044.3187337,419.16
2016-04-11T00:00:00.000Z,-2659.040017,-16.1059492,0.26792521,-58.84706219,83.59689619,-744.40023578,63.71164455,,-105.47804904,,-1881.7851868,420.23
2016-04-12T00:00:00.000Z,3373.0847953,34.33746896,-25.90920422,-322.87665981,3642.2585896,380.34654188,-421.47507706,,89.56107057,,-3.15793463,423.7
2016-04-13T00:00:00.000Z,3271.4905719,-12.93611197,-0.6202868,1804.572194,1565.2404536,177.62632528,242.15764968,,-18.0912708,,-486.45838108,424
2016-04-14T00:00:00.000Z,-1973.8713749,25.45920846,-3.08062327,-1156.4018163,299.07828677,279.35939295,-222.88231969,,28.23941365,,-1223.6429175,423.64
2016-04-15T00:00:00.000Z,502.6157086,171.45799448,6.95394514,-1200.5431333,961.24823403,167.77459719,340.96522948,,-320.16238326,,374.92122481,426.37
2016-04-16T00:00:00.000Z,-401.26050589,99.19428685,4.64233777,478.3290136,140.24383683,209.68385565,-197.50061603,,-114.9031839,,-1020.9500367,429.42
2016-04-17T00:00:00.000Z,-370.88793349,101.07410868,1.03197641,337.97444032,-1005.8435914,30.07606986,77.93752557,,204.99571027,,-118.13417319,427.21
2016-04-18T00:00:00.000Z,967.33749939,-141.0972263,9.79295496,-406.97998104,1180.6763836,-188.77120856,78.94335034,,62.0378967,,372.73532971,426.71
2016-04-19T00:00:00.000Z,-959.80268567,41.69775688,2.59451186,226.88627515,-361.77355391,-760.32323265,138.44389114,,122.61034694,,-369.93868108,431.46
2016-04-20T00:00:00.000Z,-30.76175857,-21.10948619,-9.17333047,1458.4649087,-637.78389248,-559.51130101,-192.41722106,,-98.77555334,,29.54411726,437.69
2016-04-21T00:00:00.000Z,3200.13518,-65.26153767,-0.97152696,1762.5497432,520.64966835,-526.03418328,41.95968768,,-81.40643976,,1548.6497684,445.17
2016-04-22T00:00:00.000Z,1811.9950606,61.05001165,4.75407306,-1579.7018739,-262.14605062,396.30550323,3616.9096244,,-191.22609932,,-233.95012797,446.04
2016-04-23T00:00:00.000Z,-1771.3068734,41.43563815,6.8024505,1285.7675355,91.80181464,230.63164977,-3456.6462417,,66.28952954,,-37.38924991,447.28
2016-04-24T00:00:00.000Z,844.05643586,63.68814699,12.41375851,-91.28190862,1855.2031855,351.59166882,-717.43362963,,127.04251779,,-757.1673035,454.84
2016-04-25T00:00:00.000Z,-1065.2118519,-22.5863696,25.72472802,255.93279389,-1412.7403638,347.02582235,577.95727518,,-7.49317447,,-829.0325635,459.01
2016-04-26T00:00:00.000Z,561.9438103,24.00171259,8.31871382,1419.8447891,-107.78219526,-1181.9208292,166.97018806,,20.1807404,,212.33069078,464.05
2016-04-27T00:00:00.000Z,1522.808492,161.47644206,12.00478441,-495.46755634,142.30914591,565.87736954,432.03872204,,291.85257292,,412.71701145,456.25
2016-04-28T00:00:00.000Z,1548.5137099,2.72324496,1.05782678,831.33005519,196.99544786,-435.29600548,475.99600497,,-186.35780776,,662.06494343,442
2016-04-29T00:00:00.000Z,-3439.0180043,88.94611005,2.21897251,-1432.2419068,47.0070602,-532.64110406,-1224.1193627,,-229.99764015,,-158.19013326,450.77
2016-04-30T00:00:00.000Z,-933.7576249,139.19631925,8.12537664,-2225.6125155,338.93159743,11.96338879,168.44100224,,-101.6991387,,726.89634499,451.76
2016-05-01T00:00:00.000Z,3323.4553907,9.76652655,32.19309748,1780.3499956,455.06448351,172.77312173,-242.81725162,,291.51012416,,824.61529326,450.87
2016-05-02T00:00:00.000Z,476.91838794,0.76884724,-1.14868862,2414.1815458,-190.53685041,-191.99095377,-106.81795691,,118.08069883,,-1565.6182542,447.04
2016-05-03T00:00:00.000Z,-3159.0658542,-56.66356795,6.62940843,-4509.5080118,1651.6534803,-330.69654503,-408.32244994,,201.58827685,,286.25355494,446.55
2016-05-04T00:00:00.000Z,-2294.7555663,-23.10774131,1.70714364,-754.46088066,-641.57871924,205.48196412,629.27919598,,-95.81836841,,-1616.2581604,447.55
2016-05-05T00:00:00.000Z,4686.2884269,147.16079709,9.45289957,3856.2235367,511.27534644,-1.68417644,-184.8865831,,-118.46182643,,467.20843308,446.77
2016-05-06T00:00:00.000Z,1074.2324613,-65.94639719,-5.40246869,-170.51254006,-1225.3172042,-190.16005024,141.59527382,,-184.2876255,,2774.2634733,453.6
2016-05-07T00:00:00.000Z,-2525.2125156,101.49797885,-0.12684099,-3047.9354594,349.83053971,352.9361552,206.09442711,,293.57487074,,-781.08418684,457.61
2016-05-08T00:00:00.000Z,2462.6669734,97.50125421,0.39048951,1709.8901196,194.46766848,1429.1431871,-482.54416524,,26.60384092,,-512.78542112,457.56
2016-05-09T00:00:00.000Z,2259.6042642,165.01151402,24.44875164,2155.2888828,277.1623647,-129.51446688,437.86564822,,-181.38003805,,-489.27839224,459.78
2016-05-10T00:00:00.000Z,7826.1488584,-100.82067974,6.14632549,3176.2302718,1541.7777954,-230.59478711,984.62971372,,105.279182,,2343.5010369,454.48
2016-05-11T00:00:00.000Z,-6737.8023561,81.94081527,0.1659943,-3175.831571,-1235.9504408,201.6305589,-1140.2852445,,-461.0815467,,-1008.3909216,452.87
2016-05-12T00:00:00.000Z,2855.1812505,-0.49557678,9.92637726,3223.924806,360.56963414,-497.60324613,-278.62316689,,-146.22425534,,183.70667828,451.87
2016-05-13T00:00:00.000Z,2968.5623587,-252.46232369,10.04324149,-1162.2654848,291.72902876,1599.6190306,80.67743417,,-102.43108915,,2503.6525213,454.36
2016-05-14T00:00:00.000Z,250.28972249,284.13822624,-5.28367746,810.90573066,442.62318007,-150.65515159,259.44008757,,245.77196013,,-1636.6506331,455.66
2016-05-15T00:00:00.000Z,1866.8039756,112.7353411,8.75061481,881.59998552,207.59041145,-20.69123376,297.82431005,,14.24708362,,364.74746282,457.64
2016-05-16T00:00:00.000Z,-8095.8637682,102.99610867,-12.07561996,-6590.7723823,-142.8516518,-513.4083862,752.93001073,,-84.92477155,,-1607.7570757,455.15
2016-05-17T00:00:00.000Z,4842.129234,68.18111784,-4.9211241,3375.835131,49.77431157,-393.75243091,-664.6805743,,194.63213125,,2217.0606716,454.01
2016-05-18T00:00:00.000Z,6121.4373361,516.08844759,761.64040979,3124.0613986,-49.74163784,868.06437166,1898.4707102,,92.38703971,,-1089.5334036,454.5
2016-05-19T00:00:00.000Z,-3012.3399505,-699.29208531,2.74335323,-2344.2580197,100.12643496,-478.65358285,139.04306581,,56.80135262,,211.14953077,448.16
2016-05-20T00:00:00.000Z,-709.09815038,158.97431204,20.25304559,949.3306014,-17.97897541,-316.21373022,-1965.5337811,,-178.23768355,,640.30806084,441.59
2016-05-21T00:00:00.000Z,-7556.5896096,105.74005139,1.59719931,-4104.9436209,-47.15746229,-285.89976526,-275.72304649,,253.05793061,,-3203.2608959,442.49
2016-05-22T00:00:00.000Z,-958.36002582,80.33766894,-3.61356761,261.48534668,24.67230832,-73.65119925,-188.52133108,,-18.68141043,,-1040.3878414,440.59
2016-05-23T00:00:00.000Z,-3299.6475366,190.7405942,11.2827577,-2331.7453289,-2765.0453602,-276.78427399,-193.28293358,,71.87581031,,1993.311198,441.62
2016-05-24T00:00:00.000Z,5301.4232657,-642.59215219,11.6743442,3562.447089,221.79891369,-342.85964249,-292.264831,,219.52065163,,2563.6988929,444.96
2016-05-25T00:00:00.000Z,-5185.9957909,-446.08018365,-5.95874671,-3903.5451702,521.96521564,-1203.7421342,694.97679868,,-106.67376219,,-736.93780818,448.28
2016-05-26T00:00:00.000Z,-3369.5080743,41.04290031,0.8473189,1833.5448985,-1435.499512,29.83361982,-823.7060267,,-187.28512545,,-2828.2861476,450.96
2016-05-27T00:00:00.000Z,667.15833658,-166.35095304,20.17029913,-3378.4214257,1180.8782043,101.46223347,1191.1478917,,-464.38778275,,2182.6598695,465.97
2016-05-28T00:00:00.000Z,-390.29443619,101.06300687,50.18743769,-241.69935492,1031.3032366,287.84458243,-54.27539807,,135.33825458,,-1700.0562014,499.41
2016-05-29T00:00:00.000Z,6874.6894832,90.47662919,44.3238383,2044.6430973,871.18930491,232.09850013,2569.7467466,,671.19580888,,351.01555779,520.63
2016-05-30T00:00:00.000Z,-3240.4013126,-802.38088282,21.4966967,-1120.2489583,2559.0070257,-133.15953907,-3113.6017969,,40.51391102,,-692.02776892,528.49
2016-05-31T00:00:00.000Z,2332.8688165,81.46237167,57.15282784,-265.94069142,4718.3705802,-1315.9290316,-162.14021272,,373.72481206,,-1153.8318395,530.04
2016-06-01T00:00:00.000Z,11075.683876,-24.88474962,15.69184347,611.8878949,6620.011243,928.87056489,-541.39134197,,-63.36175172,,3528.8601726,531.78
2016-06-02T00:00:00.000Z,-1370.0881317,-6.85809275,29.00810201,-460.00943028,-9.7072769,1679.4640572,203.8569282,,139.15648861,,-2944.9989078,536.01
2016-06-03T00:00:00.000Z,2214.4572363,350.73537526,34.30638393,297.6136159,17.60211632,-528.5308099,526.2418331,,-256.59814068,,1773.0868624,554.03
2016-06-04T00:00:00.000Z,4310.4896293,102.09832835,23.59823504,2732.9121777,254.08168192,81.27600093,139.82294544,,127.9517602,,848.74849967,576.78
2016-06-05T00:00:00.000Z,-336.05224281,155.87295527,-3.72732505,-1073.2972061,99.03642836,294.86014941,-317.06470221,,344.24819594,,164.01926152,575.7
2016-06-06T00:00:00.000Z,-185.84641875,9.83192748,11.15286898,-1693.022496,30.27058865,397.44458563,115.9899994,,425.31875443,,517.16735267,579.2
2016-06-07T00:00:00.000Z,-2360.2100701,12.08931344,8.92868963,-140.26357539,85.58759498,-407.40834291,-142.21384663,,155.30991823,,-1932.2398214,567.48
2016-06-08T00:00:00.000Z,1870.162465,81.34665145,9.23120828,629.23859471,435.55821687,136.99961699,330.85589613,,146.07983796,,100.85244263,575.11
2016-06-09T00:00:00.000Z,36410.948785,326.2530355,-1.33083559,899.18080187,-600.32071923,-327.97872026,37187.654996,,-50.38093051,,-1022.1288426,574.99
2016-06-10T00:00:00.000Z,-38485.623131,-437.52566327,-1.02313671,-489.54088557,506.59495319,-89.34217758,-37836.266578,,-622.22787336,,483.70823105,575.2
2016-06-11T00:00:00.000Z,4287.3209694,247.64057496,-2.0120711,1538.6152093,-278.94792704,828.81842362,-123.85424188,,342.43807238,,1734.6229292,584.45
2016-06-12T00:00:00.000Z,-1376.4590634,10.48144239,23.55992077,-1888.2802351,759.2227562,896.28465199,1783.0969245,,-49.00708916,,-2911.817435,638.32
2016-06-13T00:00:00.000Z,7062.9969429,-517.49034789,43.49836623,3653.1005331,150.24480217,-479.14916484,3187.5237609,,133.73746449,,891.53152871,685.51
2016-06-14T00:00:00.000Z,-7461.7215965,149.97096326,42.75498421,-4935.9796954,-741.80965094,2355.6800667,-4011.7905722,,297.12813454,,-617.67582664,678.61
2016-06-15T00:00:00.000Z,22289.296206,-288.90537605,36.79063154,1683.2717455,-515.28068941,509.19802086,21104.515543,,-370.68914335,,130.39547391,682.76
2016-06-16T00:00:00.000Z,-19956.329864,177.80847604,33.32694936,2059.4968861,-390.7917737,-1104.8609821,-20201.487777,,487.2683242,,-1017.0899663,728.58
2016-06-17T00:00:00.000Z,2884.0213917,99.42019217,-0.59514374,-736.48673499,-675.29412187,-1033.2282586,485.41049609,,-379.39611708,,5124.1910797,738.05
2016-06-18T00:00:00.000Z,-3153.7382177,54.31756073,25.10664037,-2150.8078716,-2508.7723373,1005.7915877,-835.12252875,,430.57731049,,825.17142056,751.59
2016-06-19T00:00:00.000Z,-6617.188386,65.62119753,-6.12293232,-398.26633996,-1294.4624879,315.84465425,-1198.5443853,,-94.66650113,,-4006.5915912,752.74
2016-06-20T00:00:00.000Z,-2591.536425,105.0244586,7.73628495,-658.43026755,-2663.989895,-1364.3073803,669.80226481,,158.01460452,,1154.613505,741.01
2016-06-21T00:00:00.000Z,11582.879524,14.00616808,106.11925554,5720.589231,5130.4649231,2017.9756399,117.6753029,,82.87927537,,-1606.8302719,679.14
2016-06-22T00:00:00.000Z,-1737.9445148,835.34341228,-9.61118448,-1073.808149,-5103.5790082,-2451.2382231,320.04377274,,154.27636457,,5590.6285003,632.2
2016-06-23T00:00:00.000Z,-718.66439987,-237.6577161,33.63738898,303.63925499,1702.4171114,891.87576258,-742.27633436,,223.82696631,,-2894.1268336,584.42
2016-06-24T00:00:00.000Z,-4917.9783605,168.27490487,16.22265038,-711.15240314,-2521.1535792,-678.96526302,445.83234838,,-651.00300491,,-986.0340138,651.9
2016-06-25T00:00:00.000Z,1238.2497336,-50.8498134,-3.7906235,2219.8461902,456.35113087,169.10245391,-105.45261975,,386.82845624,,-1833.785441,664.45
2016-06-26T00:00:00.000Z,3087.2264479,117.25243578,20.2823515,1997.6681888,-2590.6507051,-118.97833367,-319.73730837,,413.44339766,,3567.9464213,637.55
2016-06-27T00:00:00.000Z,-5249.2694923,66.67002414,-16.4421652,-4747.9072548,-1186.464274,871.01023309,214.73639617,,-31.02641961,,-419.84603216,632.78
2016-06-28T00:00:00.000Z,7521.9344928,-376.20323963,45.65461246,7225.4326214,-194.8317291,113.40019966,280.18132526,,-116.67250567,,544.97320839,646.77
2016-06-29T00:00:00.000Z,-9238.2088542,-100.75323424,-5.49675314,-6678.4685832,-2479.765373,197.88920231,-751.28292388,,259.09840759,,320.57040332,633.84
2016-06-30T00:00:00.000Z,-4326.8056959,-125.65762529,2.54372775,-2704.0441948,6.07467938,307.40220414,693.62587831,,-110.59307064,,-2396.1572947,652.14
2016-07-01T00:00:00.000Z,-629.0263043,300.05196247,3.04707925,1351.1642304,-247.33889448,-1106.0785278,-234.22031174,,-381.58801373,,-314.06382874,673.1
2016-07-02T00:00:00.000Z,-1206.2205457,53.548074,14.83640544,-322.05326399,-486.63948677,-42.92081457,617.35816916,,97.82280986,,-1138.1724388,685.96
2016-07-03T00:00:00.000Z,-1380.8873579,90.24841121,0.01524776,418.22574368,2.67450437,376.84872951,-1359.9035106,,283.98274778,,-1192.9792316,673.05
2016-07-04T00:00:00.000Z,2163.1967333,-85.00722259,3.37106489,434.72481133,83.74051398,209.36239501,526.67024646,,160.22991171,,830.10501249,661.54
2016-07-05T00:00:00.000Z,2520.4944037,10.5555362,6.18436026,-755.09565902,66.45228243,-38.92538672,448.91717431,,120.83673547,,2661.5693608,668.25
2016-07-06T00:00:00.000Z,12555.284655,-574.13380797,17.85159112,776.68080207,83.18897343,-93.37352971,13632.74727,,-112.72136489,,-1174.955279,670.32
2016-07-07T00:00:00.000Z,-16698.623817,143.6351767,-7.02707806,-1224.569771,392.0602292,-1316.480055,-14400.723096,,398.95432267,,-684.47354533,640.57
2016-07-08T00:00:00.000Z,1510.1079327,1270.0101939,16.39357397,-642.45886498,-390.01645672,302.47515127,1068.6621239,,-503.61595552,,388.65816692,646.8
2016-07-09T00:00:00.000Z,678.26979199,396.86966588,-11.99712343,498.52227536,-28.71367366,536.69869217,-406.96920809,,292.89476947,,-599.03560571,642.09
2016-07-10T00:00:00.000Z,1461.2021661,182.77244047,-1695.6413025,421.54063604,19.1824203,-11.24763121,-89.3491554,,444.07482007,,2189.8699383,644.39
2016-07-11T00:00:00.000Z,-2483.0304281,-95.21053899,16.15545695,-967.52907953,42.09544827,-680.97017939,-542.40756129,,208.99542533,,-464.15939945,648.72
2016-07-12T00:00:00.000Z,1508.535645,-1446.6197635,15.01458757,1479.7224605,-44.41856163,-129.05146585,877.67976943,,118.51400994,,637.69460857,658.88
2016-07-13T00:00:00.000Z,-2612.6408955,1193.1438602,10.84201288,-2275.7342315,25.28935042,-342.09163312,-498.41893489,,-188.9505387,,-536.7207808,664.03
2016-07-14T00:00:00.000Z,161.88913125,126.0051843,-3.64245399,82.44468069,74.94053412,-465.88729697,166.32476876,,-2.96983446,,184.6735488,654.1
2016-07-15T00:00:00.000Z,-625.11023129,126.1589817,15.16281972,505.74997904,-72.53211541,-733.30353439,-694.88796124,,-828.95878896,,1057.5003883,661.98
2016-07-16T00:00:00.000Z,-1441.3261868,33.74053189,-5.43910516,427.68425418,-2843.6646214,-147.89369371,215.89969363,,271.89877988,,606.44797397,660.57
2016-07-17T00:00:00.000Z,7028.0021951,190.58197926,0.55840906,41.96890948,3815.3484359,396.28172302,907.16145848,,273.7753286,,1402.3259514,670.54
2016-07-18T00:00:00.000Z,-817.71484715,-129.58912315,0.20229702,-762.98979025,297.52771312,-709.22302274,-146.16892862,,-116.09768447,,748.62369194,672.52
2016-07-19T00:00:00.000Z,174.90170959,-129.63393889,10.51715042,-610.22512039,-130.95132854,-198.45033783,349.4620986,,39.56519806,,844.61798816,668.44
2016-07-20T00:00:00.000Z,-637.00675352,-1821.0427039,-1.91627144,1892.9621984,-34.85717362,367.0189643,-1117.0849595,,-354.3284307,,432.24162291,665.9
2016-07-21T00:00:00.000Z,-242.17783941,103.70149951,-1.97408189,-334.62902264,-31.55351617,-569.31494036,186.95941743,,-49.32232336,,453.95512807,662.17
2016-07-22T00:00:00.000Z,1468.8201057,-73.9689913,-0.03911425,-856.43437636,-48.40126309,-515.04616664,483.7369763,,-994.77354088,,3473.7465819,657.57
2016-07-23T00:00:00.000Z,-3562.2480742,-13.62911622,-2.33062601,-773.87012525,-2553.8397527,260.87972947,-89.64426344,,329.61722502,,-719.43114509,653.08
2016-07-24T00:00:00.000Z,2623.9712003,124.516684,0.22286701,483.05101624,6.40125256,-53.20078642,-45.98675816,,318.76877048,,1790.1981546,657.62
2016-07-25T00:00:00.000Z,-6490.7626221,-55.36391471,2.4177411,-488.62485803,-1476.534212,78.77891337,179.26193103,,-293.21712361,,-4437.4810992,656.8
2016-07-26T00:00:00.000Z,14653.316569,184.74294555,-95.07091266,988.82010958,-25.80510508,-525.14435274,46.55091222,,408.07196897,,13671.151004,650.63
2016-07-27T00:00:00.000Z,-1185.4035508,351.95538076,26.91552313,974.96833782,4927.2874052,-117.22968535,-129.2291109,,87.51049416,,-7307.5818956,652.56
2016-07-28T00:00:00.000Z,-3651.3438228,25.2667846,6.1150333,-882.2016688,55.67508869,164.78433392,-1203.7662611,,-21.57876566,,-1795.6383678,654.39
2016-07-29T00:00:00.000Z,1176.8275192,82.99428448,2.75083183,-478.32382094,23.1861355,963.99209836,900.60681921,,-964.59171301,,646.21288373,654.19
